source,lang-source,author,license,sme-reviewed,premium,lang-source-dict,id
Comparution sur reconnaissance préalable de culpabilité (CRPC),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Procédure permettant d'éviter un procès à une personne qui reconnaît les faits qui lui sont reprochés. Cette procédure est proposée par le procureur de la République.,dafeaabd-e88e-4e3a-b4a4-f28a5c1da150
Complément de loyer,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Loyer complémentaire au loyer de base pour un logement présentant des caractéristiques particulières de localisation ou de confort.,6fa9341a-9ed9-4def-8e6f-75c694feb8a1
Composition pénale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Mesure de compensation ou de réparation proposée par le procureur de la République à une personne reconnaissant avoir commis un ou plusieurs délits ou contraventions afin de lui éviter un procès.,06f0d952-7440-4def-b46d-e893ccb83bdf
Conciliateur (de justice),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Le conciliateur est une personne bénévole saisie dans le but de trouver une solution amiable à un dossier entre des parties. Il peut être désigné par un juge ou saisi avant toute procédure.,23e25969-f141-4972-a0d3-4afecca09c31
Conciliation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Procédé de règlement amiable d'un conflit. Intervention du conciliateur de justice ou du juge pour tenter de rapprocher les parties et les mettre d'accord.,5a557469-1fbf-4781-8f82-c90858d93f04
Conflit d'intérêt (fonction publique),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Situation dans laquelle un agent public a un intérêt personnel de nature à influer sur l'exercice impartial et objectif de ses fonctions.,816e1025-ee62-48fc-9cc6-58263c27d353
Conseil de famille,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Assemblée de parents ou de toutes personnes qualifiées, chargée sous la présidence du juge des tutelles, d'autoriser certains actes importants accomplis au nom de la personne sous tutelle.",2c9bc351-218b-4974-b3bd-745b940a0eac
Conseil de prud'hommes (CPH),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Tribunal composé de conseillers prud'homaux jugeant les dossiers en matière de droit du travail.,342de0e1-8992-4a41-9924-857a9d828f10
Consentement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Donner son accord à un acte juridique.,93675d2b-3000-4f03-907c-3deb4d2dc8c3
Consentement à la transmission électronique,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Accord donné par une partie d’un dossier judiciaire d'obtenir certaines informations relatives à sa procédure, de manière dématérialisée (via le portail du justiciable).",3a7a9f82-ce3d-4b83-8fb4-a2f133f4334d
Consignation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Somme d'argent versée au tribunal par une partie du dossier dans le but de financer une mesure décidée par un juge (par exemple : une expertise).,c4da7d3b-ff00-454c-9d48-34d57b5fc4d7
Consignation des loyers,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Dépôt des loyers sur un compte bloqué après autorisation du juge d'instance.,36444fde-ef73-4e4d-bb95-ee26c2e8caa4
Consolidation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"En matière de sécurité sociale, moment où la lésion n'est plus susceptible d'évoluer à court terme et peut être considérée comme ayant un caractère permanent.",74ed1db8-14d2-4f0b-abfd-9d7b058b58ee
Consommateur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Toute personne physique qui agit à des fins qui n'entrent pas dans le,b96e4537-ba26-45d3-a37f-af48be745af7
Date de saisine,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Date à laquelle la demande du justiciable a été réceptionnée par le tribunal.,3add8f1f-df68-464c-84e1-52a0954342f8
Débiteur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne tenue envers une autre d'exécuter une obligation (qui peut être une somme d'argent).,fccf5875-d7cf-441d-89a6-e8c0e458db62
Débrider un moteur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Modifier un moteur de manière à accroître sa puissance ou sa vitesse maximale.,b5d70d9b-7288-4b41-855d-6c5565e8122b
Déchet assimilé aux ordures ménagères,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Déchet, autre que ménager, que la collectivité peut collecter et traiter sans contraintes particulières.",fa89ef30-9984-44d0-9f3c-0702b185393a
Déchet ménager,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Tout déchet, dangereux ou non, produit par les particuliers : résidus alimentaires, emballages, bouteilles, papiers, cartons, journaux, vieux meubles, appareils électroménagers, déchets verts (bio-déchets)...",0b95b697-63ab-4ab0-991f-0e9f78e772ae
Décision avant-dire-droit,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Décision du juge ne tranchant pas encore le dossier totalement. Il peut s'agir, par exemple, d'une décision du juge ordonnant une expertise qui l'aidera à rendre sa décision finale au cours d'une prochaine audience.",b08e2168-53f9-4bab-ba58-dff53af41b57
Défendeur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne contre laquelle une action en justice est engagée.,3e0b5060-fb09-4e49-b2b8-400ab30d0466
Déficit immunitaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Insuffisance des moyens de défense de l'organisme à le protéger contre les bactéries, virus ou parasites.",501bc571-b8ae-4a85-b821-440801d62887
Délai de carence (sécurité sociale),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Période écoulée entre la constatation d'une incapacité de travail et le versement des indemnités journalières par la sécurité sociale.,daeb0a1e-4b64-45bc-8282-82df72628c28
Délégation de l'autorité parentale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Lorsque les parents rencontrent des difficultés à élever leur enfant, l'exercice de l'autorité parentale peut être délégué (confié) à un tiers ou à un organisme spécialisé (membre de la famille, service de l'aide sociale à l'enfance, etc.).",48bb7809-348f-429f-b592-a6e3578d209d
Délibéré,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Prononcé de la décision du juge.,82ad16ec-eb94-4595-89e2-906408eb7ad6
Délibéré prorogé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Délai supplémentaire nécessaire au juge pour rendre sa décision.,0ae75719-16ee-479a-a084-fb07fde2a464
Délit d'entrave,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Dans une entreprise, infraction d'un employeur qui porte atteinte à la mise en place et au bon déroulement de la mission des représentants du personnel et à l'exercice du droit syndical.",0cdb0c44-d92a-461a-97f3-b8d749c293a7
Demande indéterminée,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Demande présentée au juge n'ayant pas pour objet le versement d'une somme d'argent (exemple : destruction d'un mur mitoyen).,e8386fc4-75db-4163-90c5-1d493f0472b5
Demande reconventionnelle,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Demande de réparation formulée par la partie qui n'est pas à l'origine de la saisine du juge.,3a292592-09f2-4d84-8aef-e27004d8bee2
Demandeur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne qui engage une action en justice.,4176b99d-28dd-48b7-9608-ba36526dee17
Demi-frère,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne de sexe masculin ayant un seul parent en commun avec une autre personne.,f1c45f40-5ab3-41f5-ad0b-64ab4d495fde
Demi-sœur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne de sexe féminin ayant un seul parent en commun avec une autre personne.,f158019f-c0f6-4bfb-855e-1620fa5653a4
Départements d'outre-mer (Dom),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Guadeloupe - Guyane - Martinique - Mayotte - La Réunion.,6530f128-74d2-4cf4-bed2-3f2579fe56f0
Dépôt de garantie,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Caution versée au propriétaire.,ab05ec05-cb1b-4230-b753-07f8add69424
Descendant,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne qui descend directement d'une autre, soit au 1er degré (enfant), soit à un degré plus éloigné (petit-enfant, arrière-petit-enfant).",93afeb28-4947-4fbe-9f1d-3db3886bf1dd
Dessaisissement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Le dossier est transféré à un autre tribunal car celui qui a été saisi n'est pas compétent.,9a291495-d52e-44e4-a428-44cabf43016a
Différend,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Question sur laquelle des personnes ne s'entendent pas.,e0db365b-627a-47e8-8cac-cbeff5d0f730
Directeur des services de greffe judiciaires,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Fonctionnaire de justice qui dirige et gère le greffe d'une juridiction (ancienne appellation : greffier en chef).,b589a78e-77ce-4774-b8cc-4c9bfcd4d60d
Discernement (1),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Capacité de distinguer et de juger clairement les choses.,1d55956c-42fe-4ac7-bedd-f8ec4de37aae
Discernement (2),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Faculté d'apprécier sainement les choses ; intelligence, sens critique.",e78044e0-55cf-41e5-8f30-59b87dc2ee56
Disjonction,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Décision du juge de séparer une affaire en deux pour les juger séparément.,21553ced-3fab-4532-a893-5ecac862e41a
Disparition,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Situation d'une personne dont on est sans nouvelles et dont on peut soupçonner le décès.,64d1b0d7-eb5d-4547-9aae-734c7f53c395
Dispositif assimilé à un téléviseur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Matériels connectés entre eux ou sans fil et permettant la réception de signaux, d'images ou de sons, par voie électromagnétique. Par exemple, magnétoscopes, lecteurs ou lecteurs-enregistreurs de DVD, vidéo-projecteurs équipés d'un tuner, lorsqu'ils sont associés à un écran.",54547f24-db85-4429-aac3-a6a53a7c06f8
Dissolution,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Rupture.,0eb3c40f-8aa5-405b-b50d-45bcfede7d40
Dividende,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Quote-part des bénéfices réalisés par une société par actions, attribuée à chaque associé, à hauteur de sa participation.",25e12e5a-8b0a-47a1-9898-da57d048540e
Divorce par consentement mutuel,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Les deux époux souhaitent divorcer. Ils sont d'accord sur l'ensemble des conditions de la rupture (ex. : résidence des enfants, versement et montant de la pension alimentaire, etc.) et ont, le cas échéant, procédé à la liquidation de leur régime matrimonial.",0fa0de2b-792e-4c72-b20d-374ca2894986
Dol,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Manœuvre frauduleuse ayant pour objet de tromper l'une des parties en vue d'obtenir son consentement à la réalisation d'un contrat.,ebf38d75-3223-4b3c-a3ed-2f7f347e2347
Domicile,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Lieu d'habitation officiel et habituel.,79fefa51-7445-4ea5-878f-cfff2b6beca6
Domicile de secours,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Domicile où vous avez résidé au moins 3 mois avant d'aller vivre en établissement ou en accueil familial. Cela ne peut pas être une structure médico-sociale ou hospitalière.,86c8ec89-82ea-4ce2-b97e-3f535bddc956
Dommages et intérêts,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Paiement d'une somme d'argent afin de réparer le préjudice subi.,a472d23f-6080-4d1c-85a7-7f2615507be1
Dommages-intérêts,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Somme d'argent destinée à réparer le préjudice subi.,1cf0126a-d4ce-4064-ba33-f4575deb1aaf
Donataire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Bénéficiaire d'une donation.,c0e8bccf-6721-4746-a628-1c6e9403fc9a
Dossier classé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Dossier pour lequel le procureur a décidé de ne pas donner suite aux poursuites.,ad86a815-1c68-42f4-ba94-64b4b1984ad0
Dossier en cours,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Dossier en cours de traitement par le tribunal et n'ayant pas encore fait l'objet d'une décision mettant fin ou suspendant le dossier.,e8abfb2b-a5f6-4371-870d-3b7bbc1170ad
Dossier faisant l'objet d'un recours,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Dossier dont la décision rendue fait l'objet d'un nouvel examen suite à la contestation d'une partie (appel, opposition, pourvoi en cassation).",da826f08-eb3d-482c-9109-97992ad4682f
Dossier jugé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Dossier ayant fait l'objet d'une décision du juge mettant fin au dossier.,35bd3cd1-8df5-495f-a44a-c6b8df634340
Dossier rattaché à un autre dossier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Décision du juge de joindre deux dossiers afin de les juger ensemble.,616493c3-4503-4a14-ab59-092c64f84e2d
Dossier suspendu,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Dossier toujours en cours de procédure et qui a été mis en attente.,ae3dcac8-8e58-4aaf-b169-1b870585da83
Dossier terminé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Dossier ayant fait l'objet d'une décision du juge mettant fin au dossier.,404ad8f3-f2a7-4697-9a1b-e724c23feb39
Dossier unique de personnalité (Dup),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Ensemble des informations connues par la justice sur une même personne mineure.,e56a7847-19d7-4493-88d8-d03941403eb6
Droit de retour conventionnel,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Clause insérée dans un acte de donation et permettant au donateur de reprendre le bien qu'il a donné dans le cas où le bénéficiaire mourrait avant lui.,401a28a4-64d6-4728-920b-a2dcd6845af2
Droit de visite et d'hébergement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Pour le parent chez qui les enfants ne résident pas habituellement, le droit de visite et d'hébergement consiste à les recevoir occasionnellement chez lui (exemple : en fin de semaine et pendant une partie des vacances scolaires).",28da077c-cf12-4e72-9d24-29ea2cdae329
Duplicata,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Double, copie d'un document ou d'un acte.",1cb7e5b5-f7d6-4e8b-9547-dca3ad4946d9
Élément substantiel,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Élément de fond, important (exemple : erreur dans les liens de filiation).",70855824-4037-4217-91de-ad2309ba81ea
Émancipation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Bien que mineur âgé de 16 ans minimum, l’enfant émancipé cesse d’être sous l’autorité de ses parents.",561fe80e-d650-486c-8d31-fb007354620a
Émolument,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Somme perçue par un officier ministériel (notaire, huissier de justice, etc.) en contrepartie d'une prestation dont le tarif est réglementé.",b1453931-07f1-4620-8fbe-ce8e89cb0011
Emplois dits de souveraineté,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Emplois relevant de secteurs régaliens comme la justice, l'intérieur, le budget, la défense, les affaires étrangères, etc., déterminés au cas par cas en fonction de la nature des fonctions et des responsabilités conférées.",466b773c-46fa-4858-873c-255f8f1f19ea
Emprise au sol d'une construction,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Projection verticale du volume de la construction, tous débords et surplombs inclus. Les ornements tels que les éléments de modénature (moulure, par exemple) et les marquises en sont exclus, ainsi que les débords de toiture lorsqu'ils ne sont pas soutenus par des poteaux ou des encorbellements.",d0dab32c-e191-4ba5-a2c9-a30963e08e7c
Emprisonnement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Peine de prison prononcée en cas de délit.,7364be4b-c8c6-4a23-9b05-6f784a22cc08
En numéraire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Paiement en argent, qui peut être sous forme d'espèces, de chèques, de virements, etc.",6286e949-3f8c-40c8-8c6d-e043b8b7885e
Enfant à charge,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Enfant qui vit au foyer et qui a moins de 15 ans au 30 avril de l'année en cours.,4f94cbb9-fde9-4dd9-8a70-535533fdfcae
Enquête sociale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"L'enquête sociale, décidée par le juge, a pour but de recueillir des renseignements sur la situation de la famille et les conditions dans lesquelles vivent et sont élevés les enfants.",32e9d2fb-fdf1-49a0-8f6b-479ac0b3f852
Entreprise publique,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Société dont l'État détient plus de 50 % du capital.,44d864fd-84be-4b2d-9821-662c8c106f41
Erreur matérielle,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Erreur concernant la forme (exemple : un nom mal orthographié).,c08c9511-e5bb-4d42-8467-4935ac7a2376
Estran,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Partie du littoral qui est couverte à marée haute et découverte à marée basse.,012f5dc1-8043-4aae-a8b6-581960179745
Établissement ou logement de transition,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Logement relevant du secteur privé ou public loué à certains organismes (associations et centres communaux d'action sociale) pour être sous-loué à titre temporaire à des personnes en difficulté.,fe7b4286-5c92-46d1-a718-4478dccfeeda
Établissement public local d'enseignement (EPLE),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Regroupe les collèges, les lycées d'enseignement général, technologique et professionnel et les établissements d'éducation spéciale de l'enseignement public.",50b6be92-d4f4-4f20-ad51-891f9676bb68
État alcoolique,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,État qui résulte d'une mesure de l'alcool dans l'air expiré ou dans le sang.,15166223-362b-471d-8573-577963b71577
État d'ivresse manifeste,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Comportement qui laisse présager qu'une personne a consommé de l'alcool de manière excessive.,6cc0dd28-7f8a-4668-90ac-333b3eda009f
Événement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Un événement correspond à une étape de la procédure. Cela peut-être par exemple une audience, une expertise, une date de décision, etc.",c90beafd-5caa-4447-909b-d5baa8bb750d
Exequatur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Décision judiciaire autorisant l'exécution en France d'une décision rendue par un tribunal étranger ou une juridiction arbitrale.,45756bbe-dc55-4cde-a98c-690c58626ac5
Exercice (droit des affaires),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Période durant laquelle les données chiffrées d'une entreprise (activité et patrimoine) sont enregistrées. L'exercice dure en général 12 mois, alignés ou non sur l'année civile.",ed806bda-c4ed-4ebb-bcae-bbbeca7feecc
Expert judiciaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Professionnel ayant des connaissances techniques dans un domaine de compétence (par exemple : plomberie, architecture, médecine, etc.) pouvant être consulté par le juge dans le cadre d'un dossier afin de l'aider à rendre sa décision.",359e5406-af6f-4188-8c22-325a4af8bc6b
Expertise,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Mission de l'expert fixée par le juge dans un dossier. Il s'agit d'une mesure d'expertise.,c0d39bc9-d0dc-4c7f-9a93-e2118c5334a8
Expropriation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Procédure permettant à une personne publique (exemple : État) de forcer un particulier ou une entreprise à céder la propriété de son bien, avec en échange le paiement d'une indemnité.",2ca32a24-e6a7-4f73-bebc-95483a72b15c
Extradition,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Procédure par laquelle un État livre à un autre État une personne qui se trouve sur son territoire pour qu'il puisse la juger ou lui faire exécuter sa peine.,f2270e6d-20fc-472f-9176-210701475595
Extrait Kbis ou Lbis,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Document délivré par le greffe du tribunal de commerce attestant qu'une entreprise (extrait K bis) ou un établissement secondaire (extrait L bis) est enregistré(e) au registre du commerce et des sociétés (RCS).,0c184749-9f2f-4ace-9026-1ad1587a2e45
Faute inexcusable (accident de la circulation),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Faute volontaire d'une exceptionnelle gravité, qui expose, sans raison valable, son auteur à un danger dont il aurait dû avoir conscience.",72562b77-93da-4da2-9f6f-8835f56abb01
Filiation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Lien unissant un enfant à son père ou à sa mère.,5847a289-5b22-43ea-84d9-7c39bab4baa9
Force majeure,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Événement exceptionnel, imprévisible et irrésistible justifiant de s'exonérer d'une obligation, d'un engagement ou d'une responsabilité (par exemple : catastrophe naturelle pour un contrat d'assurance, décès pour un contrat de travail...).",39a179b8-040c-4f07-a415-b9b90b326674
Forclusion,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Perte d'un droit à agir en justice en raison de l'expiration du délai.,0767c72f-04d1-4143-a7a9-2cfa83a5b13b
Foyer fiscal,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Ensemble de personnes dont les ressources font l'objet d'une seule déclaration de revenus (exemple : époux, épouse et enfants à charge).",6ac6bfb0-856a-4735-b5eb-24eb6d3026c1
Frais de notaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Expression courante pour désigner la rémunération du notaire, les taxes et frais au profit des collectivités publiques, de l'État et de divers intervenants.",2ca699ec-98a6-4f6b-ad4b-61d2b5704cb1
France métropolitaine,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Partie de la France qui se situe en Europe (96 départements).,d9295dc0-1546-44ad-981b-42062b927a70
Franchise (assurances),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Somme qui reste à la charge de l'assuré à la suite d'un sinistre et qui ne sera donc pas remboursée par l'assureur.,e00bf51b-e30a-4014-b481-ea9e80961178
Garanties de représentation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Garanties fondées sur des documents écrits (justificatif de domicile, contrat de travail, livret de famille...) démontrant qu'une personne ne va pas se soustraire à une convocation d'un juge ou à une décision d'assignation à résidence.",298e1024-90f3-4bf2-a36c-cfc3d0b77d11
Greffe,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Service d'un tribunal composé de fonctionnaires qui assistent les magistrats dans leur mission.,9e27ebec-c8a6-490c-8d79-d9dc31ef2712
Groupe de sociétés,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Ensemble économique formé par une société dominante et des sociétés contrôlées par celle-ci.,796bc850-407f-409b-84df-90483555e78d
Héritier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne désignée par la loi pour recueillir la succession d'une personne décédée.,e0909d09-2e57-4e22-8064-89e38f8efcc0
Héritier en ligne directe,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Ascendants et descendants directs du défunt : ses enfants et petits-enfants, ses parents et grands-parents...",fcd42b5c-0a50-401e-96a6-07aa7b4f3f8b
Héritier présomptif,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Héritier qui, du vivant d'une personne, a vocation à lui succéder et recueillerait sa succession si cette personne venait à décéder.",aca2d6ad-a0ed-4a04-a50d-d0bf6ae62e27
Héritier réservataire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Descendant, ou à défaut de descendant, le conjoint survivant, à qui la loi réserve une part d'héritage qui ne peut être diminuée.",57f04966-0222-47f2-801c-56a96b985094
Honoraires,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Rémunération des services rendus par les membres de certaines professions libérales (médecins, notaires, avocats, architectes, etc.).",7d5064f2-6e52-4317-a48b-c814c4de13b4
Hospitalisation d'office,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Une hospitalisation d'office est le fait d'être hospitalisé sans son accord.,7b4f8d38-5bb5-46f7-b1ce-5ee3422d1653
Hypothèque,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Droit accordé à un créancier sur un bien immobilier en garantie du paiement de sa créance.,6b3e55d6-6e66-435c-932d-14e914b898da
Identifiant territorial,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Élément d'une plaque d'immatriculation composé du numéro d'un département et du logo officiel de la région correspondante.,9c7c551d-c54b-4e34-b67d-8ad30b78515e
Immatriculation en série définitive,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Immatriculation d'un véhicule obtenue après une première immatriculation provisoire, lorsque le dossier technique et administratif est complet.",d99bcb83-cc95-49a5-809e-a44cb3c229c9
Indemnisation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Indemnité accordée par le juge à une personne du dossier pour la réparation de son préjudice.,57a7e03d-2c65-46b9-bf9f-45d848098e9c
Indemnité,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Paiement d'une somme d'argent destinée à réparer le préjudice subi.,89215c6b-4b65-4fd3-87ad-3eda50cd368f
Indice sommital,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Indice constituant le dernier échelon du corps, du cadre d'emploi ou du grade du fonctionnaire.",7967fa25-0e17-4e82-8bbe-6a5fc45f3425
Indivisaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Propriétaire d'un bien en indivision.,bb0c9767-8866-413d-a4e7-1fe8fa16a5a6
Indivision,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Situation dans laquelle deux ou plusieurs personnes sont propriétaires ensemble d'une même chose ou d'un même ensemble de choses (ex : maison, portefeuille de titres, meubles, bijoux).",6d751326-0af1-4e10-b2c1-45700cc8b047
Infection nosocomiale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Infection contractée par un patient au moins 48 heures après le début de son hospitalisation.,e7276a16-6d81-4e21-a3a2-17b8d040bfb9
