example_id,sentence_nl_nl,sentence_en_gb,legal_source_id,book_identifier,article_number,article_title_nl_nl,article_title_en_gb,translation_date,tmx_source_file,tmx_tuid
843cbc74-45c7-4b4e-a480-9bd98ccc0198,VIERDE BOEK. ARBITRAGE,BOOK 4 – ARBITRATION,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,1
c99e337a-522a-4596-87e6-95931b27fb08,EERSTE TITEL. ARBITRAGE IN NEDERLAND,TITLE 1 - ARBITRATION IN THE NETHERLANDS,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,2
b54e591f-b5c7-44cd-a555-030ba06da766,EERSTE AFDELING. DE OVEREENKOMST TOT ARBITRAGE,SECTION 1 - ARBITRATION AGREEMENT,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,3
baa4cb8d-5bf0-4923-9e52-b274104da52b,Artikel 1020,Article 1020,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,4
3b85b9ad-4c03-4f47-a090-df02b2a796e3,1.,1.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,5
0869a30e-3e65-4a54-9c1b-f8149beefece,"Partijen kunnen bij overeenkomst geschillen die tussen hen uit een bepaalde, al dan niet uit een overeenkomst voortvloeiende, rechtsbetrekking zijn ontstaan dan wel zouden kunnen ontstaan, aan arbitrage onderwerpen.","Parties may agree to submit disputes to arbitration which have arisen or may arise between them out of a specific legal relationship, whether contractual or otherwise.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,6
85b979c7-1dd8-4437-a7ec-be330ed4c649,2.,2.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,7
e40aee0a-4b2a-4972-82dd-90cbe5fcfd6f,"De overeenkomst tot arbitrage, bedoeld in het eerste lid, betreft zowel het compromis waarbij de partijen zich verbinden om een tussen hen bestaand geschil aan arbitrage te onderwerpen als het arbitraal beding waarbij de partijen zich verbinden om geschillen die tussen hen zouden kunnen ontstaan, aan arbitrage te onderwerpen.",The arbitration agreement referred to in Article 1020(1) includes an agreement under which the parties are obligated to submit an existing dispute between them to arbitration as well as an arbitration clause under which the parties are obligated to submit disputes which may arise between them to arbitration.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,8
36738fbc-278f-4fb4-aaaf-ef8333c6d3b5,3.,3.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,9
85cbd84b-6d16-4db4-a4c0-40ae28c1d2c8,De overeenkomst tot arbitrage mag niet leiden tot de vaststelling van rechtsgevolgen welke niet ter vrije bepaling van de partijen staan.,The arbitration agreement does not serve to determine legal consequences which are not within the autonomy of the parties to agree.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,10
634db2ff-b0ba-47da-a57c-2174371ebe05,4.,4.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,11
0fd2cf0a-a60e-4f3a-bd55-bf8434a2abd5,Bij overeenkomst kunnen tevens aan arbitrage worden onderworpen:,Parties may also agree to submit the following matters to arbitration:,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,12
016a98c8-3d88-494c-8824-71ccc34a9c18,a.	de enkele vaststelling van de hoedanigheid of van de toestand van zaken;,a.	the sole determination of the quality or condition of tangibles;,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,13
ec9ca559-82ab-458e-b688-f7f6abcf9754,b.	de enkele bepaling van de hoogte van een schadevergoeding of van een verschuldigde geldsom;,b.	the sole determination of the quantum of damages or monetary debt;,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,14
c18dce37-16d9-4ac6-b55b-e3352612b977,c.	de aanvulling of wijziging van de rechtsbetrekking als bedoeld in het eerste lid.,c.	the supplementation or modification of the legal relationship between the parties referred to in Article 1020(1).,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,15
09bb7e49-7da1-4cc9-9d0b-2edc4a10275a,5.,5.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,16
19c40e09-1cba-45e7-8e1f-a9664d8e0b4c,Onder de overeenkomst tot arbitrage wordt mede begrepen een arbitraal beding dat is opgenomen in de partijen bindende statuten of reglementen.,"The term ""arbitration agreement"" includes an arbitration clause in articles of association or rules which bind the parties.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,17
376aa008-7077-4a34-9d0e-b651a8242666,6.,6.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,18
22397407-12cc-4d6f-8c9c-619a2423b73c,"Een arbitragereglement, waarnaar in een overeenkomst tot arbitrage wordt verwezen, wordt geacht deel van die overeenkomst uit te maken.",Arbitration rules referred to in an arbitration agreement are treated as part of that agreement.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,19
78ec19d7-762a-48de-ac2e-d6fa3f3db2ac,Artikel 1021,Article 1021,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,20
88651a24-86e3-4283-a6c0-f4deef9fb8f0,De overeenkomst tot arbitrage wordt bewezen door een geschrift.,The arbitration agreement must be in writing.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,21
3203ecb4-f9f3-4c26-acfe-26cc2dc19ef1,Daarvoor is voldoende een geschrift dat in arbitrage voorziet of dat verwijst naar algemene voorwaarden welke in arbitrage voorzien en dat door of namens de wederpartij uitdrukkelijk of stilzwijgend is aanvaard.,"For this purpose an instrument in writing which provides for arbitration or which refers to general terms and conditions providing for arbitration is sufficient, provided that this instrument is expressly or tacitly accepted by or on behalf of the counterparty.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,22
6616ceaf-b6be-489b-8a86-1bc366f4bd71,De overeenkomst tot arbitrage kan tevens worden bewezen door elektronische gegevens.,The arbitration agreement may also be evidenced by electronic data.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,23
a3b87722-a211-4774-bd80-aa6726bb84eb,"Artikel 227a, eerste lid, van Boek 6 van het Burgerlijk Wetboek is van overeenkomstige toepassing.",Article 6:227a(1) of the Civil Code applies,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,24
e839c519-3b68-4a78-9157-f71573dd933c,EERSTE A AFDELING. DE OVEREENKOMST TOT ARBITRAGE EN DE BEVOEGDHEID VAN DE GEWONE RECHTER,SECTION 1A - ARBITRATION AGREEMENT AND JURISDICTION OF THE COURTS,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,25
5f376e54-5209-4cb3-8061-7c4f39d50747,Artikel 1022,Article 1022,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,26
8762a1f6-9e7a-415f-8c5a-65b85aa74757,"De rechter, bij wie een geschil aanhangig is gemaakt waarover een overeenkomst tot arbitrage is gesloten, verklaart zich onbevoegd, indien een partij zich voor alle weren op het bestaan van deze overeenkomst beroept, tenzij de overeenkomst ongeldig is.","A court seised of a dispute in respect of which an arbitration agreement has been concluded declines jurisdiction if a party invokes the existence of an arbitration agreement before submitting a defence, except where the agreement is invalid",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,27
ea1615c5-4d4c-4353-bec8-3f52ba9996a7,Artikel 1022a,Article 1022a,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,28
6f1a15d3-cadb-4910-93b0-d92d064ef2c0,Een overeenkomst tot arbitrage belet niet dat een partij de gewone rechter verzoekt om een maatregel tot bewaring van recht dan wel zich wendt tot de voorzieningenrechter van de rechtbank of de kantonrechter in kort geding overeenkomstig artikel 254.,"An arbitration agreement does not preclude a party from applying to a court to grant protective measures, or from bringing an action in court in summary proceedings of the district court or the subdistrict court for a judgment in summary proceedings in accordance with the provisions of Article 254.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,29
93bda311-00bd-47cb-8f43-df7eccc12794,Artikel 1022b,Article 1022b,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,30
c806a409-6037-4e0b-941d-58cf06b16f4c,Een overeenkomst tot arbitrage belet niet dat een partij de gewone rechter verzoekt om een of meer voorlopige bewijsverrichtingen te bevelen.,An arbitration agreement does not preclude a party from applying to a court to order one or more preparatory evidence events.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,31
dc3ea8ec-6f75-4e73-9b98-5ac1a598835e,Artikel 1022c,Article 1022c,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,32
23da2a31-7413-4c67-96df-40360b86743e,"Indien in de gevallen, genoemd in de artikelen 1022a en 1022b, een partij zich voor alle weren beroept op het bestaan van een overeenkomst tot arbitrage, verklaart de rechter zich uitsluitend bevoegd, indien de gevraagde beslissing niet of niet tijdig in arbitrage kan worden gekregen.","If, within the scope of Articles 1022a and 1022b, a party invokes the existence of an arbitration agreement before submitting a defence, the court only accepts jurisdiction if the decision sought cannot be obtained in arbitration, or cannot be obtained in a timely manner in arbitration.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,33
48c970f8-070d-4712-bb36-1138e1c86595,EERSTE B AFDELING. HET SCHEIDSGERECHT,SECTION 1B - ARBITRAL TRIBUNAL,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,34
7ace1cfd-3d17-40b6-a142-c336dd692387,Artikel 1023,Article 1023,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,35
a9630123-2b35-4ef6-b2b3-188a1eec7329,"Iedere handelingsbekwame, natuurlijke persoon kan tot arbiter worden benoemd.",Any natural person of legal capacity may be appointed as an arbitrator.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,36
fe849850-4830-46cc-acdc-0bf026427999,"Geen persoon is om reden van zijn nationaliteit van benoeming uitgesloten, tenzij de partijen met het oog op de onpartijdigheid en de onafhankelijkheid van het scheidsgerecht anders zijn overeengekomen.","No person may be precluded from being appointed as arbitrator by reason of nationality, except where the parties have agreed otherwise with a view to the impartiality and the independence of the arbitral tribunal.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,37
7cbc9818-2a8a-4323-99f0-ae72ecd29b0f,Artikel 1024,Article 1024,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,38
fb9e2b05-03c0-4a4b-910a-540426e18c3c,1.,1.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,39
9d76b6e9-1506-49e7-bd46-7fd2986ad3a4,Het compromis bevat een aanduiding van hetgeen de partijen aan arbitrage wensen te onderwerpen.,An arbitration agreement submitting an existing dispute to arbitration includes a description of the matters which the parties wish to submit to arbitration.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,40
a07b85f8-c42a-422f-a7b9-cd7555bfe248,2.,2.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,41
684b111c-d75e-48df-b360-58d811bb95fa,"Door het sluiten van een compromis is de zaak aanhangig, tenzij de partijen een andere wijze van aanhangig maken zijn overeengekomen.","The arbitration is initiated by the parties' conclusion of such an arbitration agreement, except where the parties have agreed another way to initiate the arbitration.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,42
f2372f2a-c46d-4c7c-abb1-f5a4cb80301d,Artikel 1025,Article 1025,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,43
6e01fd3a-441b-476a-ac5c-41ad77e6db65,1.,1.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,44
7780b693-e31e-444f-b1f9-e8d2aa63bb63,"Ingeval van een arbitraal beding is een zaak aanhangig op de dag van de ontvangst van een schriftelijke mededeling, waarbij een partij aan haar wederpartij bericht, tot arbitrage over te gaan.","If there is an arbitration clause, the arbitration is pending as from the date of receipt of a notice in writing in which a party gives notice to the counterparty that an arbitration is initiated.",nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,45
ce9f7e78-73de-4475-a23e-7866a66e1d76,"Die mededeling bevat een aanduiding van hetgeen de partij, die de zaak aanhangig maakt, aan arbitrage wenst te onderwerpen.",This notice includes a description of the matters which the party initiating the arbitration wishes to submit to arbitration.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,46
27f3bf2a-6e71-4cd6-82ea-3be8b3a5b3d9,2.,2.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,47
ffad8066-20d5-4934-a604-ffeb792b43fe,De partijen kunnen overeenkomen dat de zaak op een andere wijze aanhangig wordt gemaakt dan voorzien in dit artikel.,The parties may agree that the arbitration is made pending in another manner than as provided for in this Article.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,48
e6918915-90bb-42d2-804f-2e2062f0c897,Artikel 1026,Article 1026,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,49
625bcd50-d9c2-4516-ad2e-3af1053bf486,1.,1.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,50
d4bdfe9d-0d24-4b2b-a0a8-78c3bc030ab5,Een scheidsgerecht heeft een oneven aantal arbiters.,The arbitral tribunal consists of an odd number of arbitrators.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,51
cf1ed230-f4db-48f7-acaa-b2ee0d697554,Het kan ook uit een arbiter bestaan.,It may also consist of a sole arbitrator.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,52
71465ee2-c592-40f2-8f5b-cc673734a5e6,2.,2.,nl-nl_civil-procedure-code-2025,book-4,,,,,Dutch_Code_of_Civil_Procecudre_Book_4.tmx,53
